反馈时间,启用月,单号,用途,台机编号,机型号,产品型号,出厂日,出厂日乱,启用日,里程,汽车类别,维修时间,录入日期,部件结构码,故障部件,父结构码,父件说明,故障代码,故障件号,物料号,故障件,BOM物料号,厂家号,厂家名称,处理方式,故障类别代,故障现象代,现象,故障原因代,故障模式代,模式,初步分析,故障原因,故障摘要,责任单位,数量,责任值,excel_row,reason,f_days,s_days,fail_time,mileage_val
310,304.0,W642003000012,车机,B3221202707,B3221,YC6108ZQ,21030.0,,30421.0,57000,货,310,,,,2200,喷油泵,3102200102,2200,,喷油泵,,043006,,更换总成,,,飞车,,,断裂,发动机飞车,,,供应,1,0.0,1867,逻辑错误(维修早于启用),100,1236.0,-1136.0,57000
310,304.0,W842003000037,车机,B3100103133,B3100,YC6108ZQ,10817.0,,30422.0,22000,,310,,,,2200,喷油泵,3122200182,2200,,喷油泵总成,,032017,,修复,,,机无力,,,油量不均,"该机加油不畅,感觉行驶无力.",,,供应,1,0.0,1868,逻辑错误(维修早于启用),100,1237.0,-1137.0,22000
310,307.0,3712003000036,车机,430E201599,430E,YC6108ZQ,21227.0,,30717.0,5000,货,310,,,,2200,喷油泵,3012200133,2200,,喷油泵6AD95(,,043006,南岳油泵,修复,,,漏油,,,密封不严,喷油泵漏油.,,,供应,1,0.0,1869,逻辑错误(维修早于启用),100,1322.0,-1222.0,5000
310,305.0,3192003000075,车机,430E201176,430E,YC6108ZQ,21226.0,,30529.0,20000,货,310,,,,2200,喷油泵,3082200172,2200,,喷油泵6AD95(,,043006,南岳油泵,换件,,,异响,,,散架,"发动机无力,异响.",,,供应,1,0.0,1870,逻辑错误(维修早于启用),100,1274.0,-1174.0,20000
310,307.0,1152003000004,车机,430E201403,430E,YC6108ZQ,21226.0,,30725.0,12650,货,310,,,,2200,喷油泵,3082200182,2200,,喷油泵,,043006,南岳油泵,修复,,,异响,,,油量不均,发动机异响.,,,供应,1,0.0,1871,逻辑错误(维修早于启用),100,1330.0,-1230.0,12650
310,304.0,0542003000031,车机,430E201526,430E,YC6108ZQ,21227.0,,30428.0,26000,货,310,,,,2200,喷油泵,3122200100,2200,,喷油泵6AD95(,,043006,南岳油泵,更换总成,,,机无力,,,故障不清,发动机无力.,,,供应,1,0.0,1872,逻辑错误(维修早于启用),100,1243.0,-1143.0,26000
310,304.0,4982003000002,车机,B3214200556,B3214,YC6108ZQ,21105.0,,30418.0,68370,客,310,,,,2200,喷油泵,31222001B3,2200,,高压喷油泵(?,,043006,,修复,,,机无力,,,油量过低,发动机无力.,,,不考核,1,0.0,1873,逻辑错误(维修早于启用),100,1233.0,-1133.0,68370
310,5.0,1652003000025,车机,B3218300816,B3218,YC6108ZQ,30308.0,,30531.0,10076,货,310,,,,2200,喷油泵,37322001B3,2200,,喷油泵,,043006,南岳油泵,修复,,,起动困难,,,油量过低,发动机冷车难起动,,,供应,1,0.0,1874,逻辑错误(维修早于启用),100,1276.0,-1176.0,10076
310,304.0,5132003000029,车机,B3214200535,B3214,YC6108ZQ,21105.0,,30406.0,46200,客,310,,,,2200,喷油泵,3122200117,2200,,喷油泵,,011001,,修复,,,机无力,,,松动,"发动机无力,振动发抖,冒黑烟.",,,供应,1,0.0,1875,逻辑错误(维修早于启用),100,1221.0,-1121.0,46200
311,3.0,4842003000121,车机,B3413300433,B3413,YC6108ZQ,30331.0,,30331.0,0,货,31119,,,,2200,喷油泵,37322001B3,2200,,喷油泵,,D32039,无锡威孚,修复,,,起动困难,,,油量过低,发动机不起车,,,供应,1,0.0,1884,0里程或0天失效,1444,1216.0,228.0,0
311,8.0,5072003000055,车机,B3423300038,B3423,YC6108ZQ,30804.0,,30804.0,0,货,31120,,,,2200,喷油泵,4732200151,2200,,喷油泵,,043006,南岳油泵,修复,,,起动困难,,,漏气,发动机不能起动,,,待查,1,0.0,1886,0里程或0天失效,1445,1339.0,106.0,0
311,10.0,6082004000049,车机,B3281300029,B3281,YC6108ZQ,31008.0,,31008.0,0,客,31108,,,,2200,喷油泵,3152200106,2200,,喷油泵,,043006,南岳油泵,修复,,,烟大,,,调整不当,发动机加油不畅.冒烟度大.,,,一发,1,0.0,1922,0里程或0天失效,1433,1403.0,30.0,0
311,10.0,6082004000013,车机,B3281300030,B3281,YC6108ZQ,31008.0,,31008.0,0,客,31107,,,,2200,喷油泵,3152200106,2200,,喷油泵,,043006,南岳油泵,修复,,,烟大,,,调整不当,发动机冒蓝烟严重.,,,一发,1,0.0,1924,0里程或0天失效,1432,1403.0,29.0,0
311,10.0,0022004000016,车机,B3322100066,B3322,YC6108ZQ,11007.0,,11007.0,0,客,31116,,,,2200,喷油泵,3152200157,2200,,喷油泵,,043006,,修复,,,烟大,,,弹力不足,冒烟大.,,,超期1,1,0.0,1962,0里程或0天失效,1441,672.0,769.0,0
311,11.0,0022004000010,车机,B3322100064,B3322,YC6108ZQ,11007.0,,11128.0,0,客,31115,,,,2200,喷油泵,3152200106,2200,,喷油泵,,011001,,换件,,,烟大,,,调整不当,发动机油耗高，冒烟大。,,,错赔,1,0.0,1965,0里程或0天失效,1440,723.0,717.0,0
312,11.0,1260312126,车机,430E303417,430E,YC6108ZQ,31124.0,,31124.0,0,货,31208,40405.0,1111,燃油喷射泵,2200,喷油泵,3222200106,2200,430D-1111010,喷油泵,,043006,南岳油泵,修复,3.0,22,不上油,1,06,调整不当,发动机不能起动.,经拆检发现高压泵不出油，发卡。，导致发动机不能起动.调校处理.,,供应,1,0.0,1968,0里程或0天失效,1463,1449.0,14.0,0
312,8.0,1260312101,车机,B3236301836,B3236,YC6108ZQ,30814.0,,30814.0,0,货,31203,40405.0,1111,燃油喷射泵,2200,喷油泵,3222200106,2200,B3000-1111010A,喷油泵,,043006,南岳油泵,修复,3.0,22,不上油,1,06,调整不当,发动机不能起动.,"经拆检高压油泵总成发现高压油泵发卡,不出油.导致发动机不能起动.调校高压油泵处理.",,供应,1,0.0,1984,0里程或0天失效,1458,1349.0,109.0,0
312,11.0,1260312096,车机,B3236302048,B3236,YC6108ZQ,30830.0,,31127.0,0,货,31202,40405.0,1111,燃油喷射泵,2200,喷油泵,3222200106,2200,630-1111010A,高压喷油泵(新),,043006,南岳油泵,修复,3.0,22,不上油,1,06,调整不当,发动机不能起动.,经拆检发现高压油泵不出油.发卡.导致发动机不能起动.调校处理.,,供应,1,0.0,1985,0里程或0天失效,1457,1452.0,5.0,0
312,9.0,1260312092,车机,B3236301644,B3236,YC6108ZQ,30728.0,,30926.0,0,货,31202,40405.0,1111,燃油喷射泵,2200,喷油泵,3222200106,2200,630-1111010A,高压喷油泵(新),,043006,南岳油泵,修复,3.0,22,不上油,1,06,调整不当,发动机不能起动.,经拆检发现高压油泵不出油.发卡.导致发动机不能起动.调校高压油泵处理.,,供应,1,0.0,1986,0里程或0天失效,1457,1391.0,66.0,0
312,9.0,1260312082,车机,B3236301780,B3236,YC6108ZQ,30809.0,,30911.0,0,货,31201,40221.0,1111,燃油喷射泵,2200,喷油泵,3732200106,2200,630-1111010A,高压喷油泵(新),,043006,南岳油泵,修复,3.0,73,起动困难,1,06,调整不当,发动机不能起动.,"经拆检发现高压油泵不能供油,卡死,导致发动机不能起动.调校处理.",,供应,1,0.0,1987,0里程或0天失效,1456,1376.0,80.0,0
312,9.0,3300312052,车机,430E303310,430E,YC6108ZQ,30927.0,,30927.0,0,货,31219,40405.0,1111,燃油喷射泵,2200,喷油泵,3012200133,2200,430-1111010,喷油泵,,011001,北京油泵,换件,3.0,01,漏油,1,33,密封不严,高压泵底部漏油.,"高压泵后盖密封垫,密封不严漏油.",,供应,1,0.0,2025,0里程或0天失效,1474,1392.0,82.0,0
312,10.0,1560312481,车机,B3269300108,B3269,YC6108ZQ,31010.0,,31010.0,0,客,31206,40411.0,1111,燃油喷射泵,2200,喷油泵,3012200152,2200,B3000-1111010A,喷油泵,,D32039,无锡威孚,更换总成,3.0,01,漏油,1,52,漏油,办事处委托上门三包服务,"调速器与泵体之间漏油,更换喷油泵.",,供应,1,0.0,2057,0里程或0天失效,1461,1405.0,56.0,0
401,9.0,1902004000043,车机,430E303284,430E,YC6108ZQ,30925.0,,30925.0,0,货,40105,40416.0,1111,燃油喷射泵,2200,喷油泵,3362200100,2200,430-1111010,喷油泵,,011001,北京油泵,更换总成,3.0,36,发抖,1,00,故障不清,发动机中速发抖.,"系喷油泵调速器故障,造成发动机中速发抖.属喷油泵质量问题.请示湖南办同意更换,换泵后工作正常.",,供应,1,0.0,2089,0里程或0天失效,1495,1390.0,105.0,0
401,11.0,0482004000052,车机,B3210300709,B3210,YC6108ZQ,31125.0,,31125.0,0,客,40107,40417.0,1111,燃油喷射泵,2200,喷油泵,3152200106,2200,630-1111010A,高压喷油泵(新),,043006,南岳油泵,修复,3.0,15,烟大,1,06,调整不当,发动机烟大无力.,"因发动机喷油正时调整不良,及气门间隙过小,造成烟大,无力.重新调整后,故障排除,属装配质量问题.",,一发,1,0.0,2092,0里程或0天失效,1497,1450.0,47.0,0
401,11.0,0482004000051,车机,B3210300710,B3210,YC6108ZQ,31125.0,,31125.0,0,客,40107,40417.0,1111,燃油喷射泵,2200,喷油泵,3152200106,2200,630-1111010A,高压喷油泵(新),,043006,南岳油泵,修复,3.0,15,烟大,1,06,调整不当,"发动机烟大,无力.","因发动机喷油正时调整不良,造成烟大.因气门间隙过小造成无力.重新调整后故障排除,属装配质量问题.",,一发,1,0.0,2114,0里程或0天失效,1497,1450.0,47.0,0
401,12.0,1562004000099,车机,B3007300212,B3007,YC6108ZQ,31212.0,,31212.0,0,客,40112,40422.0,1111,燃油喷射泵,2200,喷油泵,3152200106,2200,G0200-1111050D,喷油泵,,043006,南岳油泵,修复,3.0,15,烟大,1,06,调整不当,"发动机发动后置冒烟,办事处?",托上门服务.检查调整点火时间.,,不考核.,1,0.0,2147,0里程或0天失效,1502,1467.0,35.0,0
402,11.0,1262004000072,车机,B3236302382,B3236,YC6108ZQ,31123.0,31122.0,31123.0,0,货,40202,20040417.0,1111,燃油喷射泵,2200,喷油泵,3732200106,2200,480-1111000,喷油泵总成,,043006,南岳油泵,修复,3.0,73,起动困难,1,06,调整不当,发动机不能起动,"经拆检发现高压油泵不出油,导致发动机不能起动,调校处理.",高压油泵不出油,供应,1,0.0,2184,0里程或0天失效,1522,1448.0,74.0,0
402,5.0,5912004000202,车机,B3010300002,B3010,YC6108ZQ,30512.0,30508.0,30512.0,0,客,40228,20040507.0,1111,燃油喷射泵,2200,喷油泵,3222200528,2200,340-1111010A,喷油泵,,043006,南岳油泵,修复,3.0,22,不上油,5,28,异物,发动机不能起动。,发动机柴油供不上引起，逐段检查油路完好，无泄漏，油质良好，手油泵泵油失效，机械泵泵油也失效，拆检手油泵有异物夹于单向阀间,手油泵泵油失效,汽车厂.,1,0.0,2207,0里程或0天失效,1548,1257.0,291.0,0
402,12.0,5072004000149,车机,470E300550,470E,YC6108ZQ,31226.0,31225.0,31226.0,0,货,40217,20040509.0,1111,燃油喷射泵,2200,喷油泵,3352200198,2200,430-1111010,喷油泵,,043006,南岳油泵,修复,3.0,35,失灵,1,98,卡滞,发动机不能起动,"到现场检查发现喷油泵齿条卡滞,造成喷油泵不喷油,发动机不能起动,调整齿条后,排除故障.",喷油泵齿条卡滞,供应,1,0.0,2215,0里程或0天失效,1537,1481.0,56.0,0
402,1.0,3002004000051,车机,430E400089,430E,YC6108ZQ,40109.0,40108.0,40109.0,0,货,40223,20040409.0,1111,燃油喷射泵,2200,喷油泵,3112200106,2200,430D-1111000,喷油泵总成,,011001,北京油泵,修复,3.0,11,工作不良,1,06,调整不当,"发动机工作不稳,缺力.","经喷油泵台架试验:各缸怠速(350转)工况,100次供油油量分别为2.0、1.2、 2.1、 2.0 2.4 、1.8ml，因第二缸供油量过低，导致第二缸",喷油泵供油量调整不当。,供应,1,0.0,2235,0里程或0天失效,1543,1499.0,44.0,0
402,2.0,3302004000372,车机,430E400427,430E,YC6108ZQ,40219.0,40218.0,40219.0,0,货,40228,20040417.0,1111,燃油喷射泵,2200,喷油泵,31522001B3,2200,430-1111010,喷油泵,,011001,北京油泵,更换总成,3.0,15,烟大,1,B3,油量过低,发动机烟大,高压油泵第四缸不出油.,高压油泵第四缸不出油.,供应,1,0.0,2239,0里程或0天失效,1548,1539.0,9.0,0
402,1.0,5942004000144,车机,B3409400057,B3409,YC6108ZQ,40111.0,40110.0,40111.0,0,货,40211,20040508.0,1111,燃油喷射泵,2200,喷油泵,4B122002B3,2200,430-1111010,喷油泵,,043006,南岳油泵,修复,4.0,B1,油量小,2,B3,油量过低,发动机不起动,"是起动供油量不足造成,调整加大供油量故障排除",油泵供油量不足,供应,1,0.0,2245,0里程或0天失效,1531,1501.0,30.0,0
402,1.0,5942004000147,车机,B3409400068,B3409,YC6108ZQ,40111.0,40110.0,40111.0,0,货,40211,20040508.0,1111,燃油喷射泵,2200,喷油泵,4B122002B3,2200,430-1111010,喷油泵,,043006,南岳油泵,修复,4.0,B1,油量小,2,B3,油量过低,发动机不起动,"是起动机供油量不足造成,调整加大供油量故障排除",油泵供油量不足,供应,1,0.0,2246,0里程或0天失效,1531,1501.0,30.0,0
402,1.0,3302004000266,车机,B3221400674,B3221,YC6108ZQ,40115.0,40114.0,40115.0,0,货,40211,20040414.0,1111,燃油喷射泵,2200,喷油泵,3732200120,2200,B3221-1111010,喷油泵,,043006,南岳油泵,更换总成,3.0,73,起动困难,1,20,卡死,发动机不能发动,"高压油泵卡死,不出油",高压油泵卡死,供应,1,0.0,2248,0里程或0天失效,1531,1505.0,26.0,0
402,1.0,5942004000127,车机,B3409400080,B3409,YC6108ZQ,40112.0,40110.0,40112.0,0,货,40211,20040508.0,1111,燃油喷射泵,2200,喷油泵,4B122002B3,2200,430-1111010,喷油泵,,043006,南岳油泵,修复,4.0,B1,油量小,2,B3,油量过低,发动机不起动,"是起动供油量不足造成,调整加大供油量故障排除",油泵供油量不足,供应,1,0.0,2249,0里程或0天失效,1531,1502.0,29.0,0
402,1.0,5942004000146,车机,B3409400054,B3409,YC6108ZQ,40111.0,40110.0,40111.0,0,货,40211,20040522.0,1111,燃油喷射泵,2200,喷油泵,4B122002B3,2200,430-1111010,喷油泵,,043006,南岳油泵,修复,4.0,B1,油量小,2,B3,油量过低,发动机不起动,"是起动机供油量不足造成,调整加大供油量故障排除",油泵供油量不足,供应,1,0.0,2250,0里程或0天失效,1531,1501.0,30.0,0
403,11.0,4832004000214,车机,B3236302061,B3236,YC6108ZQ,30901.0,30830.0,31115.0,10524,货,40320,20040515.0,1111,燃油喷射泵,2200,喷油泵,3752200102,2200,6G1-1111010A,高压油泵,,043006,南岳油泵,更换总成,3.0,75,自动熄火,1,02,断裂,发动机突然熄火,发动机高压油泵后部调速器处泵轴断裂，导致高压油泵无法供油，发动机突然熄火。,调速器处泵轴断裂,供应,1,0.0,2303,非喷油泵记录,1570,1440.0,130.0,10524
403,1.0,1262004000117,车机,B3218300229,B3218,YC6108ZQ,30122.0,30121.0,30122.0,0,货,40311,20040517.0,1111,燃油喷射泵,2200,喷油泵,3222200206,2200,B3000-1111010A,喷油泵,,043006,南岳油泵,修复,3.0,22,不上油,2,06,调整不当,发动机不能起动,"经拆检发现高压油泵油量调节机构卡死导致不供油,发动机不能起动,调校处理",高压油泵油量调节机构卡死,供应,1,0.0,2304,0里程或0天失效,1561,1147.0,414.0,0
403,2.0,3302004000580,车机,430D400065,430D,YC6108ZQ,40221.0,40220.0,40221.0,0,货,40312,20040513.0,1111,燃油喷射泵,2200,喷油泵,3732200169,2200,430D-1111010,喷油泵,,011001,北京油泵,更换总成,3.0,73,起动困难,1,69,发卡,发动机不能起动,高压油泵齿杆发卡,高压油泵齿杆发卡,供应,1,0.0,2326,0里程或0天失效,1562,1541.0,21.0,0
403,12.0,2062004000057,车机,B3280300132,B3280,YC6108ZQ,31221.0,31218.0,31221.0,0,客,40315,20040528.0,1111,燃油喷射泵,2200,喷油泵,3022200183,2200,B3000-1111010B,喷油泵,,043006,南岳油泵,修复,3.0,02,漏水,1,83,清洁度差,发动机无低速（飞车）,喷油泵加工装配时清洗不干净，造成一、六缸柱塞卡滞在高速位置，垫试后飞车。调校喷油泵修复。,一、六缸柱塞卡滞在高速位置,供应,1,0.0,2391,0里程或0天失效,1565,1476.0,89.0,0
403,2.0,3302004000515,车机,B3409400319,B3409,YC6108ZQ,40224.0,40222.0,40224.0,0,货,40304,20040512.0,1111,燃油喷射泵,2200,喷油泵,37322001B3,2200,430-1111010,喷油泵,,043006,南岳油泵,修复,3.0,73,起动困难,1,B3,油量过低,发动机不能起动,"高压油泵起动油量偏低,调整修复","高压油泵起动油量偏低,",供应,1,0.0,2414,0里程或0天失效,1554,1544.0,10.0,0
403,3.0,1262004000137,车机,B3236400424,B3236,YC6108ZQ,40320.0,40319.0,40320.0,0,货,40326,20040518.0,1111,燃油喷射泵,2200,喷油泵,3222200106,2200,B3000-1111010A,喷油泵,,043006,南岳油泵,修复,3.0,22,不上油,1,06,调整不当,加速慢,"经拆检发现发动机加速排蓝烟,油泵喷油时间过迟导致校对油泵正时处理",油泵喷油时间过迟,一发,1,0.0,2419,0里程或0天失效,1576,1570.0,6.0,0
403,1.0,1262004000120,车机,B3236400077,B3236,YC6108ZQ,40130.0,40128.0,40130.0,0,货,40312,20040517.0,3509,气制动空气,2200,喷油泵,3222200206,2200,B3000-1111010A,喷油泵,,043006,南岳油泵,修复,3.0,22,不上油,2,06,调整不当,发动机不能起动,"经拆检发现高压油泵油量调节机构卡死导致发动机不能起动,调校处理",高压油泵油量调节机构卡,供应,1,0.0,2427,0里程或0天失效,1562,1520.0,42.0,0
403,1.0,1262004000114,车机,B3236400062,B3236,YC6108ZQ,40130.0,40128.0,40130.0,0,货,40307,20040517.0,1111,燃油喷射泵,2200,喷油泵,3222200106,2200,B3000-1111010A,喷油泵,,043006,南岳油泵,修复,3.0,22,不上油,1,06,调整不当,发动机不能起动,"经拆检发现高压油泵油量调节机构卡死导致不供油,发动机不能起动,调校处理",高压油泵油量调节机构卡死,供应,1,0.0,2430,0里程或0天失效,1557,1520.0,37.0,0
403,1.0,1262004000115,车机,B3236400067,B3236,YC6108ZQ,40130.0,40128.0,40130.0,0,货,40310,20040517.0,1111,燃油喷射泵,2200,喷油泵,3222200206,2200,B3000-1111010A,喷油泵,,043006,南岳油泵,修复,3.0,22,不上油,2,06,调整不当,发动机起动困难,"经拆检高压油泵出油口与高压油管连接处有异物,堵塞导致第二,三缸不供油清洗,疏通处理",高压油泵出油口与高压油管处堵塞,用户.,1,0.0,2435,0里程或0天失效,1560,1520.0,40.0,0
403,1.0,1262004000133,车机,B3236400102,B3236,YC6108ZQ,40131.0,40128.0,40131.0,0,货,40324,20040518.0,1111,燃油喷射泵,2200,喷油泵,3222200106,2200,B3000-1111010A,喷油泵,,D32039,无锡威孚,修复,3.0,22,不上油,1,06,调整不当,发动机不能起动,"经拆检发现高压油泵油量调节机构卡死导致不供油,发动机不能起动,调校高压油泵处理",高压油泵油量调节机构卡死,供应,1,0.0,2440,0里程或0天失效,1574,1521.0,53.0,0
404,404.0,5782004000104,车机,470E105240,470E,YC6108ZQ,20728.0,10823.0,40411.0,0,货,40422,40427.0,1112,喷油器总成,2200,喷油泵,31222001B3,2200,430-1111010,喷油泵,470E-1111000?,043006,,修复,3.0,12,机无力,1,B3,油量过低,发动机无力,经检测，喷油泵出油量及压力低，引起出油量不足，导致发动机无力。调校修复。,喷油泵出油量及压力低,供应,1,0.0,2466,0里程或0天失效,1602,1591.0,11.0,0
404,2.0,5452004000006,车机,B3221306976,B3221,YC6108ZQ,31207.0,31207.0,40224.0,3900,货,40428,40430.0,1111,燃油喷射泵,2200,喷油泵,2062200102,2200,E0500-1111050B,高压油泵(南岳),B3221-1111000?,043006,南岳油泵,更换总成,2.0,06,窜油,1,02,断裂,柴油和机油混合,第一个柱塞外套固定螺栓断裂两条，造成柱塞外套脱开泵体，使柴油进入油底壳内。,属于喷油泵质量问题,供应,1,0.0,2493,非喷油泵记录,1608,1544.0,64.0,3900
404,3.0,3302004000151,车机,B3423400390,B3423,YC6108ZQ,40326.0,40325.0,40326.0,0,货,40401,40409.0,1111,燃油喷射泵,2200,喷油泵,3102200120,2200,430-1111010,喷油泵,470E-1111000?,043006,南岳油泵,更换总成,3.0,10,飞车,1,20,卡死,发动机飞车,高压油泵卡死,高压油泵卡死,供应,1,0.0,2500,0里程或0天失效,1581,1576.0,5.0,0
404,12.0,4062004000151,车机,B3420300733,B3420,YC6108ZQ,31015.0,31011.0,31203.0,0,货,40425,40429.0,1111,燃油喷射泵,2200,喷油泵,3122200182,2200,430D-1111010,喷油泵,430E-1111000?,011001,北京油泵,修复,3.0,12,机无力,1,82,油量不均,发动机无力。,高压泵供油量不均且偏低，在1300r/min工况下供油300次1至6缸分别为32、30.5、31、32、30、31ml，给予将各缸供油量调至34.5ml 。,高压泵供油量不均且偏低,供应,1,0.0,2503,0里程或0天失效,1605,1458.0,147.0,0
404,11.0,1142004000163,车机,B3221303948,B3221,YC6108ZQ,30715.0,30712.0,31110.0,0,货,40411,40411.0,1112,喷油器总成,2200,喷油泵,312200202,2200,B3221-1111000,喷油泵总成,B3221-1111000?,043006,南岳油泵,更换总成,3.0,1,,2,02,断裂,发动机喷油泵飞车,喷油泵调速器内部调速杠杆销轴断裂损坏所致,喷油泵调速器内部调速杠杆销轴断裂损坏,供应,1,0.0,2515,0里程或0天失效,1591,1435.0,156.0,0
404,3.0,1262004000101,车机,B3236400431,B3236,YC6108ZQ,40320.0,40319.0,40320.0,0,货,40417,40510.0,1111,燃油喷射泵,2200,喷油泵,3012200133,2200,3110-1111010,高压油泵,B3000-1111010A?,043006,南岳油泵,修复,3.0,01,漏油,1,33,密封不严,漏油,经拆检发现高压油泵进油管接头垫密封不严导致发动机供油不畅发动机不能起动修复处理。,高压油泵进油管接头垫密封不严。,供应,1,0.0,2555,非喷油泵记录,1597,1570.0,27.0,0
404,3.0,4362004000045,车机,B3420401057,B3420,YC6108ZQ,40228.0,40224.0,40307.0,0,货,40421,40423.0,1111,燃油喷射泵,2200,喷油泵,3012200152,2200,430-1111010,喷油泵,430E-1111000?,043006,南岳油泵,修复,3.0,01,漏油,1,52,漏油,油底壳机油增多。,径检查喷油器正常，见4、6缸柱塞套与泵体接合处内漏，拆柱塞加密封垫片处理。(包括调校油泵),4、6缸柱塞套与泵体接合处内漏柴油,供应,1,0.0,2556,0里程或0天失效,1601,1557.0,44.0,0
